	protein_ac	gene_name	protein_name
8443	Q8N6M0	OTUD6B	OTU6B_HUMAN
8444	Q9Y255	PRELID1	PRLD1_HUMAN
8445	O43592	XPOT	XPOT_HUMAN
8446	P13987	CD59	CD59_HUMAN
8447	Q99551	MTERF1	MTEF1_HUMAN
8448	Q9Y2K9	STXBP5L	STB5L_HUMAN
8449	Q9NSD9	FARSB	SYFB_HUMAN
8450	Q8WZ73	RFFL	RFFL_HUMAN
8451	Q9H1M0	NUP62CL	N62CL_HUMAN
8452	Q96CD0	FBXL8	FBXL8_HUMAN
8453	Q59GL9		Q59GL9_HUMAN
8454	Q9ULZ2	STAP1	STAP1_HUMAN
8455	Q9BZ23	PANK2	PANK2_HUMAN
8456	P49641	MAN2A2	MA2A2_HUMAN
8457	P48304	REG1B	REG1B_HUMAN
8458	P56696	KCNQ4	KCNQ4_HUMAN
8459	Q7RTS9	DYM	DYM_HUMAN
8460	Q9BXX0	EMILIN2	EMIL2_HUMAN
8461	Q13905	RAPGEF1	RPGF1_HUMAN
8462	Q9BS18	ANAPC13	APC13_HUMAN
8463	Q6UXV1	IZUMO2	IZUM2_HUMAN
8464	O95563	MPC2	MPC2_HUMAN
8465	Q9ULM6	CNOT6	CNOT6_HUMAN
8466	P31785	IL2RG	IL2RG_HUMAN
8467	Q13261	IL15RA	I15RA_HUMAN
8468	O96011	PEX11B	PX11B_HUMAN
8469	Q92574	TSC1	TSC1_HUMAN
8470	Q9H0U4	RAB1B	RAB1B_HUMAN
8471	Q9HAT2	SIAE	SIAE_HUMAN
8472	Q9P2B2	PTGFRN	FPRP_HUMAN
8473	Q9UKB5	AJAP1	AJAP1_HUMAN
8474	P63272	SUPT4H1	SPT4H_HUMAN
8475	Q5HYT5	LST1	Q5HYT5_HUMAN
8476	Q7L622	G2E3	G2E3_HUMAN
8477	Q9UBR2	CTSZ	CATZ_HUMAN
8478	Q96PL5	ERMAP	ERMAP_HUMAN
8479	Q15119	PDK2	PDK2_HUMAN
8480	Q08AG7	MZT1	MZT1_HUMAN
8481	Q9H903	MTHFD2L	MTD2L_HUMAN
8482	P17081	RHOQ	RHOQ_HUMAN
8483	Q00587	CDC42EP1	BORG5_HUMAN
8484	O75165	DNAJC13	DJC13_HUMAN
8485	Q96JJ6	JPH4	JPH4_HUMAN
8486	A2RRP1	NBAS	NBAS_HUMAN
8487	P43627	KIR2DL2	KI2L2_HUMAN
8488	Q8TDR0	TRAF3IP1	MIPT3_HUMAN
8489	P32298	GRK4	GRK4_HUMAN
8490	P25100	ADRA1D	ADA1D_HUMAN
8491	Q96CF2	CHMP4C	CHM4C_HUMAN
8492	O75676	RPS6KA4	KS6A4_HUMAN
8493	Q9NR23	GDF3	GDF3_HUMAN
8494	Q15027	ACAP1	ACAP1_HUMAN
8495	Q8NCP5	ZBTB44	ZBT44_HUMAN
8496	Q5VUB5	FAM171A1	F1711_HUMAN
8497	Q9UJW2	TINAG	TINAG_HUMAN
8498	Q8IWU2	LMTK2	LMTK2_HUMAN
8499	P35247	SFTPD	SFTPD_HUMAN
8500	Q8TE30		Q8TE30_HUMAN
8501	Q13642	FHL1	FHL1_HUMAN
8502	Q5VUJ6	LRCH2	LRCH2_HUMAN
8503	Q9HAV7	GRPEL1	GRPE1_HUMAN
8504	P28715	ERCC5	ERCC5_HUMAN
8505	O95208	EPN2	EPN2_HUMAN
8506	O75820	ZNF189	ZN189_HUMAN
8507	O00220	TNFRSF10A	TR10A_HUMAN
8508	Q9BSB4	ATG101	ATGA1_HUMAN
8509	Q96AA3	RFT1	RFT1_HUMAN
8510	O43657	TSPAN6	TSN6_HUMAN
8511	Q02223	TNFRSF17	TNR17_HUMAN
8512	P06703	S100A6	S10A6_HUMAN
8513	Q8N8G2	VGLL2	VGLL2_HUMAN
8514	Q99594	TEAD3	TEAD3_HUMAN
8515	Q9BXR0	QTRT1	TGT_HUMAN
8516	Q9H974	QTRT2	QTRT2_HUMAN
8517	O15126	SCAMP1	SCAM1_HUMAN
8518	O43603	GALR2	GALR2_HUMAN
8519	O95278	EPM2A	EPM2A_HUMAN
8520	Q9P013	CWC15	CWC15_HUMAN
8521	Q9H061	TMEM126A	T126A_HUMAN
8522	Q8TBC3	SHKBP1	SHKB1_HUMAN
8523	P09848	LCT	LPH_HUMAN
8524	Q3SYB3	FOXD4L6	FX4L6_HUMAN
8525	Q96C00	ZBTB9	ZBTB9_HUMAN
8526	Q9Y5U4	INSIG2	INSI2_HUMAN
8527	Q9P055	JKAMP	JKAMP_HUMAN
8528	Q14206	RCAN2	RCAN2_HUMAN
8529	O95271	TNKS	TNKS1_HUMAN
8530	Q8N6W0	CELF5	CELF5_HUMAN
8531	Q8TBZ6	TRMT10A	TM10A_HUMAN
8532	Q09666	AHNAK	AHNK_HUMAN
8533	P07686	HEXB	HEXB_HUMAN
8534	Q9Y6C5	PTCH2	PTC2_HUMAN
8535	Q9H6R6	ZDHHC6	ZDHC6_HUMAN
8536	Q9BRX5	GINS3	PSF3_HUMAN
8537	Q8N3K9	CMYA5	CMYA5_HUMAN
8538	P25208	NFYB	NFYB_HUMAN
8539	Q9GZM7	TINAGL1	TINAL_HUMAN
8540	Q9NXV2	KCTD5	KCTD5_HUMAN
8541	A2RRL7	TMEM213	TM213_HUMAN
8542	P43628	KIR2DL3	KI2L3_HUMAN
8543	Q7Z2X7	PAGE2	PAGE2_HUMAN
8544	Q5VSY0	GKAP1	GKAP1_HUMAN
8545	Q9NQ34	TMEM9B	TMM9B_HUMAN
8546	Q8WTR2	DUSP19	DUS19_HUMAN
8547	Q8IWB4	SPATA31A7	S31A7_HUMAN
8548	Q8WYR1	PIK3R5	PI3R5_HUMAN
8549	Q9UJX6	ANAPC2	ANC2_HUMAN
8550	Q5HYK3	COQ5	COQ5_HUMAN
8551	Q9UBN1	CACNG4	CCG4_HUMAN
8552	Q969S8	HDAC10	HDA10_HUMAN
8553	Q8NF50	DOCK8	DOCK8_HUMAN
8554	Q9H2R5	KLK15	KLK15_HUMAN
8555	Q9BZG1	RAB34	RAB34_HUMAN
8556	P13688	CEACAM1	CEAM1_HUMAN
8557	Q16568	CARTPT	CART_HUMAN
8558	Q8TCT1	PHOSPHO1	PHOP1_HUMAN
8559	Q8IVQ6	ZDHHC21	ZDH21_HUMAN
8560	Q9Y4P3	TBL2	TBL2_HUMAN
8561	O60504	SORBS3	VINEX_HUMAN
8562	A5YM69	ARHGEF35	ARG35_HUMAN
8563	Q92608	DOCK2	DOCK2_HUMAN
8564	Q9Y337	KLK5	KLK5_HUMAN
8565	Q9NSE2	CISH	CISH_HUMAN
8566	P60002	ELOF1	ELOF1_HUMAN
8567	Q9NQR1	KMT5A	KMT5A_HUMAN
8568	Q9BXS6	NUSAP1	NUSAP_HUMAN
8569	Q5T681	C10orf62	CJ062_HUMAN
8570	P26992	CNTFR	CNTFR_HUMAN
8571	Q02386	ZNF45	ZNF45_HUMAN
8572	Q96EW2	HSPBAP1	HBAP1_HUMAN
8573	P35462	DRD3	DRD3_HUMAN
8574	Q9UDY6	TRIM10	TRI10_HUMAN
8575	Q00526	CDK3	CDK3_HUMAN
8576	P01615	IGKV2D-28	KVD28_HUMAN
8577	P22392	NME2	NDKB_HUMAN
8578	Q6ISU1	PTCRA	PTCRA_HUMAN
8579	P48551	IFNAR2	INAR2_HUMAN
8580	Q93063	EXT2	EXT2_HUMAN
8581	Q9P0R6	GSKIP	GSKIP_HUMAN
8582	Q5T0J7	TEX35	TEX35_HUMAN
8583	O95997	PTTG1	PTTG1_HUMAN
8584	Q5VU97	CACHD1	CAHD1_HUMAN
8585	P55899	FCGRT	FCGRN_HUMAN
8586	Q15116	PDCD1	PDCD1_HUMAN
8587	Q969G5	CAVIN3	CAVN3_HUMAN
8588	Q5VYS8	TUT7	TUT7_HUMAN
8589	Q9H4Z3	PCIF1	CAPAM_HUMAN
8590	Q6R2W3	ZBED9	SCND3_HUMAN
8591	Q6PGQ7	BORA	BORA_HUMAN
8592	Q9BXA7	TSSK1B	TSSK1_HUMAN
8593	Q9UH73	EBF1	COE1_HUMAN
8594	P43088	PTGFR	PF2R_HUMAN
8595	P58499	FAM3B	FAM3B_HUMAN
8596	Q7Z5R6	APBB1IP	AB1IP_HUMAN
8597	Q96M95	CCDC42	CCD42_HUMAN
8598	Q06136	KDSR	KDSR_HUMAN
8599	Q8NHW3	MAFA	MAFA_HUMAN
8600	Q9UME2	DMD	Q9UME2_HUMAN
8601	Q12872	SFSWAP	SFSWA_HUMAN
8602	A8K0Z3	WASHC1	WASH1_HUMAN
8603	Q06830	PRDX1	PRDX1_HUMAN
8604	P18564	ITGB6	ITB6_HUMAN
8605	Q12765	SCRN1	SCRN1_HUMAN
8606	Q9UHP6	RSPH14	RSP14_HUMAN
8607	O00237	RNF103	RN103_HUMAN
8608	P98177	FOXO4	FOXO4_HUMAN
8609	Q9HCN6	GP6	GPVI_HUMAN
8610	Q9BSE5	AGMAT	SPEB_HUMAN
8611	O14802	POLR3A	RPC1_HUMAN
8612	Q8WXK3	ASB13	ASB13_HUMAN
8613	Q8N884	CGAS	CGAS_HUMAN
8614	P40305	IFI27	IFI27_HUMAN
8615	Q12829	RAB40B	RB40B_HUMAN
8616	O00338	SULT1C2	ST1C2_HUMAN
8617	Q9UL26	RAB22A	RB22A_HUMAN
8618	Q05BV3	EML5	EMAL5_HUMAN
8619	Q86UL8	MAGI2	MAGI2_HUMAN
8620	Q8IXT5	RBM12B	RB12B_HUMAN
8621	Q8N3R9	MPP5	MPP5_HUMAN
8622	Q9NZH6	IL37	IL37_HUMAN
8623	P78524	ST5	ST5_HUMAN
8624	P51884	LUM	LUM_HUMAN
8625	Q53FE4	C4orf17	CD017_HUMAN
8626	Q400G9	AMZ1	AMZ1_HUMAN
8627	Q96FV9	THOC1	THOC1_HUMAN
8628	Q96IZ6	METTL2A	MET2A_HUMAN
8629	P21757	MSR1	MSRE_HUMAN
8630	P16157	ANK1	ANK1_HUMAN
8631	Q9Y2I7	PIKFYVE	FYV1_HUMAN
8632	Q96QU8	XPO6	XPO6_HUMAN
8633	Q15672	TWIST1	TWST1_HUMAN
8634	Q8TCQ1	MARCH1	MARH1_HUMAN
8635	Q96LB2	MRGPRX1	MRGX1_HUMAN
8636	Q5D1E8	ZC3H12A	ZC12A_HUMAN
8637	Q9BUL5	PHF23	PHF23_HUMAN
8638	Q86VY9	TMEM200A	T200A_HUMAN
8639	Q14118	DAG1	DAG1_HUMAN
8640	Q92506	HSD17B8	DHB8_HUMAN
8641	P05114	HMGN1	HMGN1_HUMAN
8642	Q9Y5K3	PCYT1B	PCY1B_HUMAN
8643	Q8IYH5	ZZZ3	ZZZ3_HUMAN
8644	Q8N8E2	ZNF513	ZN513_HUMAN
8645	Q14814	MEF2D	MEF2D_HUMAN
8646	O60858	TRIM13	TRI13_HUMAN
8647	Q86UQ8	NFE4	NFE4_HUMAN
8648	P49703	ARL4D	ARL4D_HUMAN
8649	Q8NCS7	SLC44A5	CTL5_HUMAN
8650	Q05940	SLC18A2	VMAT2_HUMAN
8651	O75486	SUPT3H	SUPT3_HUMAN
8652	Q8IZQ1	WDFY3	WDFY3_HUMAN
8653	O75503	CLN5	CLN5_HUMAN
8654	P37235	HPCAL1	HPCL1_HUMAN
8655	Q9Y6J0	CABIN1	CABIN_HUMAN
8656	Q9BZM6	ULBP1	ULBP1_HUMAN
8657	P43220	GLP1R	GLP1R_HUMAN
8658	Q86UE6	LRRTM1	LRRT1_HUMAN
8659	Q8NEZ3	WDR19	WDR19_HUMAN
8660	Q9Y365	STARD10	STA10_HUMAN
8661	Q9NWN3	FBXO34	FBX34_HUMAN
8662	O14910	LIN7A	LIN7A_HUMAN
8663	Q6NXG1	ESRP1	ESRP1_HUMAN
8664	Q9HBM6	TAF9B	TAF9B_HUMAN
8665	Q9P246	STIM2	STIM2_HUMAN
8666	Q07869	PPARA	PPARA_HUMAN
8667	P21589	NT5E	5NTD_HUMAN
8668	Q86WJ1	CHD1L	CHD1L_HUMAN
8669	Q12791	KCNMA1	KCMA1_HUMAN
8670	Q9Y3D6	FIS1	FIS1_HUMAN
8671	Q8N6N3	C1orf52	CA052_HUMAN
8672	Q8N441	FGFRL1	FGRL1_HUMAN
8673	Q9BZL3	SMIM3	SMIM3_HUMAN
8674	Q8TAQ5	ZNF420	ZN420_HUMAN
8675	P35557	GCK	HXK4_HUMAN
8676	Q5RL73	RBM48	RBM48_HUMAN
8677	Q2NKX8	ERCC6L	ERC6L_HUMAN
8678	Q6T4R5	NHS	NHS_HUMAN
8679	Q8N543	OGFOD1	OGFD1_HUMAN
8680	Q9HAD4	WDR41	WDR41_HUMAN
8681	Q9NQ94	A1CF	A1CF_HUMAN
8682	P60468	SEC61B	SC61B_HUMAN
8683	O14986	PIP5K1B	PI51B_HUMAN
8684	Q3T906	GNPTAB	GNPTA_HUMAN
8685	Q8WTP8	AEN	AEN_HUMAN
8686	Q6P158	DHX57	DHX57_HUMAN
8687	Q7Z442	PKD1L2	PK1L2_HUMAN
8688	Q9BYR7	KRTAP3-2	KRA32_HUMAN
8689	Q9BWC9	CCDC106	CC106_HUMAN
8690	Q9H6R0	DHX33	DHX33_HUMAN
8691	Q86VZ6	JAZF1	JAZF1_HUMAN
8692	Q8N2G8	GHDC	GHDC_HUMAN
8693	O43660	PLRG1	PLRG1_HUMAN
8694	Q92520	FAM3C	FAM3C_HUMAN
8695	Q9NY97	B3GNT2	B3GN2_HUMAN
8696	Q8TEU7	RAPGEF6	RPGF6_HUMAN
8697	O60224	SSX4	SSX4_HUMAN
8698	P55771	PAX9	PAX9_HUMAN
8699	Q9UBP4	DKK3	DKK3_HUMAN
8700	P16520	GNB3	GBB3_HUMAN
8701	P0CJ78	ZNF865	ZN865_HUMAN
8702	P60763	RAC3	RAC3_HUMAN
8703	O15287	FANCG	FANCG_HUMAN
8704	Q9BUD6	SPON2	SPON2_HUMAN
8705	Q12934	BFSP1	BFSP1_HUMAN
8706	Q9Y5J5	PHLDA3	PHLA3_HUMAN
8707	P49748	ACADVL	ACADV_HUMAN
8708	Q16878	CDO1	CDO1_HUMAN
8709	Q5T4D3	TMTC4	TMTC4_HUMAN
8710	O00635	TRIM38	TRI38_HUMAN
8711	Q9BZI7	UPF3B	REN3B_HUMAN
8712	Q9BXS9	SLC26A6	S26A6_HUMAN
8713	O15296	ALOX15B	LX15B_HUMAN
8714	O75880	SCO1	SCO1_HUMAN
8715	Q14061	COX17	COX17_HUMAN
8716	Q13588	GRAP	GRAP_HUMAN
8717	Q53ET0	CRTC2	CRTC2_HUMAN
8718	Q9UMW8	USP18	UBP18_HUMAN
8719	O95757	HSPA4L	HS74L_HUMAN
8720	P78552	IL13RA1	I13R1_HUMAN
8721	O94868	FCHSD2	FCSD2_HUMAN
8722	Q9UN19	DAPP1	DAPP1_HUMAN
8723	O75575	CRCP	RPC9_HUMAN
8724	Q9NPC4	A4GALT	A4GAT_HUMAN
8725	P35568	IRS1	IRS1_HUMAN
8726	Q9HBM1	SPC25	SPC25_HUMAN
8727	O75446	SAP30	SAP30_HUMAN
8728	Q9BW11	MXD3	MAD3_HUMAN
8729	Q8N895	ZNF366	ZN366_HUMAN
8730	Q969M3	YIPF5	YIPF5_HUMAN
8731	Q86XS8	RNF130	GOLI_HUMAN
8732	Q9H1Y3	OPN3	OPN3_HUMAN
8733	P56915	GSC	GSC_HUMAN
8734	Q53FC7		Q53FC7_HUMAN
8735	Q9H9P8	L2HGDH	L2HDH_HUMAN
8736	P17174	GOT1	AATC_HUMAN
8737	P09758	TACSTD2	TACD2_HUMAN
8738	P55145	MANF	MANF_HUMAN
8739	Q49AH0	CDNF	CDNF_HUMAN
8740	Q9NWQ8	PAG1	PHAG1_HUMAN
8741	Q92622	RUBCN	RUBIC_HUMAN
8742	P00747	PLG	PLMN_HUMAN
8743	P09017	HOXC4	HXC4_HUMAN
8744	Q13445	TMED1	TMED1_HUMAN
8745	Q7L590	MCM10	MCM10_HUMAN
8746	P51168	SCNN1B	SCNNB_HUMAN
8747	Q6PI48	DARS2	SYDM_HUMAN
8748	O94901	SUN1	SUN1_HUMAN
8749	Q92630	DYRK2	DYRK2_HUMAN
8750	O95258	SLC25A14	UCP5_HUMAN
8751	Q14674	ESPL1	ESPL1_HUMAN
8752	Q96C19	EFHD2	EFHD2_HUMAN
8753	P42680	TEC	TEC_HUMAN
8754	Q99835	SMO	SMO_HUMAN
8755	Q9H4I9	SMDT1	EMRE_HUMAN
8756	Q6MZP7	LIN54	LIN54_HUMAN
8757	Q9NVH6	TMLHE	TMLH_HUMAN
8758	P53680	AP2S1	AP2S1_HUMAN
8759	P10916	MYL2	MLRV_HUMAN
8760	Q9HB07	C12orf10	MYG1_HUMAN
8761	P50851	LRBA	LRBA_HUMAN
8762	Q8N1G1	REXO1	REXO1_HUMAN
8763	Q9BV79	MECR	MECR_HUMAN
8764	Q9Y2Y9	KLF13	KLF13_HUMAN
8765	Q9NPD8	UBE2T	UBE2T_HUMAN
8766	Q63HQ0	AP1AR	AP1AR_HUMAN
8767	Q9UJY5	GGA1	GGA1_HUMAN
8768	P13196	ALAS1	HEM1_HUMAN
8769	Q96S79	RASL10B	RSLAB_HUMAN
8770	Q5QNW6	HIST2H2BF	H2B2F_HUMAN
8771	P35590	TIE1	TIE1_HUMAN
8772	P22307	SCP2	NLTP_HUMAN
8773	Q9H6S1	AZI2	AZI2_HUMAN
8774	Q9Y252	RNF6	RNF6_HUMAN
8775	Q8IWY9	CDAN1	CDAN1_HUMAN
8776	Q9Y294	ASF1A	ASF1A_HUMAN
8777	Q8WYJ6	SEPTIN1	SEPT1_HUMAN
8778	P18433	PTPRA	PTPRA_HUMAN
8779	P01011	SERPINA3	AACT_HUMAN
8780	P36382	GJA5	CXA5_HUMAN
8781	Q9NX31	OSER1	OSER1_HUMAN
8782	Q14671	PUM1	PUM1_HUMAN
8783	Q9Y224	RTRAF	RTRAF_HUMAN
8784	P21549	AGXT	SPYA_HUMAN
8785	O75333	TBX10	TBX10_HUMAN
8786	Q8WYD4	DMD	Q8WYD4_HUMAN
8787	Q8N9A8	CNEP1R1	NEPR1_HUMAN
8788	Q10586	DBP	DBP_HUMAN
8789	Q5T8I3	FAM102B	F102B_HUMAN
8790	Q0P651	ABHD18	ABD18_HUMAN
8791	Q6P2H3	CEP85	CEP85_HUMAN
8792	Q15077	P2RY6	P2RY6_HUMAN
8793	P21695	GPD1	GPDA_HUMAN
8794	O14793	MSTN	GDF8_HUMAN
8795	Q13705	ACVR2B	AVR2B_HUMAN
8796	Q15124	PGM5	PGM5_HUMAN
8797	P59046	NLRP12	NAL12_HUMAN
8798	P15514	AREG	AREG_HUMAN
8799	P29034	S100A2	S10A2_HUMAN
8800	Q96NU7	AMDHD1	HUTI_HUMAN
8801	Q9NUQ3	TXLNG	TXLNG_HUMAN
8802	Q8IXA5	SPACA3	SACA3_HUMAN
8803	Q9NWM8	FKBP14	FKB14_HUMAN
8804	Q92743	HTRA1	HTRA1_HUMAN
8805	P20962	PTMS	PTMS_HUMAN
8806	Q969Z0	TBRG4	FAKD4_HUMAN
8807	O43159	RRP8	RRP8_HUMAN
8808	Q96P09	BIRC8	BIRC8_HUMAN
8809	Q96Q35	FLACC1	FACC1_HUMAN
8810	Q7Z3J3	RGPD4	RGPD4_HUMAN
8811	Q9H400	LIME1	LIME1_HUMAN
8812	Q99999	GAL3ST1	G3ST1_HUMAN
8813	Q9UBY0	SLC9A2	SL9A2_HUMAN
8814	P05814	CSN2	CASB_HUMAN
8815	Q14376	GALE	GALE_HUMAN
8816	Q9HB20	PLEKHA3	PKHA3_HUMAN
8817	Q9P2X7	DEC1	DEC1_HUMAN
8818	O94760	DDAH1	DDAH1_HUMAN
8819	Q05215	EGR4	EGR4_HUMAN
8820	Q05BQ5	MBTD1	MBTD1_HUMAN
8821	Q9H4A9	DPEP2	DPEP2_HUMAN
8822	O00541	PES1	PESC_HUMAN
8823	P49747	COMP	COMP_HUMAN
8824	Q9UKP4	ADAMTS7	ATS7_HUMAN
8825	Q8WWK9	CKAP2	CKAP2_HUMAN
8826	Q8IWC1	MAP7D3	MA7D3_HUMAN
8827	P01160	NPPA	ANF_HUMAN
8828	Q96S15	WDR24	WDR24_HUMAN
8829	Q96CG3	TIFA	TIFA_HUMAN
8830	Q8NHS4	CLHC1	CLHC1_HUMAN
8831	Q9H171	ZBP1	ZBP1_HUMAN
8832	P55289	CDH12	CAD12_HUMAN
8833	Q9H4B4	PLK3	PLK3_HUMAN
8834	O94925	GLS	GLSK_HUMAN
8835	Q8WY64	MYLIP	MYLIP_HUMAN
8836	Q96EV2	RBM33	RBM33_HUMAN
